id	signatuur	aantal_teksten	datering
TDRA000000000291	GENT, UB : 2364	17	14??
TDRA000000006186	ROME, BAV : Ottob. Lat. 2916	5	1497
TDRA000000004949	UTRECHT, MCC : ABM 13A	1	
TDRA000000004791	DARMSTADT, HLHB : 1893	1	
TDRA000000004785	DARMSTADT, HLHB : 1920	1	
TDRA000000006192	WENEN, ONB : 1887	1	1500/1550
TDRA000000011388	BRUGGE, SA : Fonds Adornes en Jeruzalem 513	1	14??
TDRA000000010096	LONDEN, JSM : 7	1	14??/15??
TDRA000000006804	NEW YORK, PML : 493	1	1475/1500
TDRA000000004975	UTRECHT, MCC : ABM 40	1	
TDRA000000001819	BRUSSEL, KB : IV 707	8	1470/1490
TDRA000000004961	UTRECHT, MCC : ABM 25	12	1450/1475
TDRA000000010041	NEW HAVEN, YUBL : 16	1	1460/1470
TDRA000000009510	AMSTERDAM, BPH : BPH 61	1	1470/1480
TDRA000000015887	Olim SCHELLING (Rotterdam) : Cat. 1848, 8° 1	1	14??
TDRA000000006145	SPANJAARD (Amsterdam) : z.s.	13	14??
TDRA000000009262	OXFORD, BL : Latin liturgical f.2	1	1400/1425
TDRA000000004746	DARMSTADT, HLHB : 237	4	
TDRA000000014555	UTRECHT, MCC : ABM 2	1	
TDRA000000012124	MADRID, BPR : 2098	1	14??
TDRA000000012642	NEW YORK, PL : 73	1	14??
TDRA000000004020	BRUSSEL, KB : II 301	36	1440/1460
TDRA000000007529	ASSEN, DA : Oldenhuis Gratama 929	35	1470/1490
TDRA000000015105	LONDEN, BL : Add. 37421	1	1460/1470
TDRA000000000508	UTRECHT, MCC : BMH 109	9	1500/1525
TDRA000000005464	CUIJK, SA : C 124	12	1452/1453
TDRA000000007515	LONDEN, GL : 1448	13	14??
TDRA000000009538	AMSTERDAM, BPH : BPH 140	1	14??
TDRA000000005855	AMSTERDAM, BPH : ICN 131	1	1490
TDRA000000016197	Olim NEVENS ('s-Gravenhage) : z.s.	1	1475/1500
TDRA000000007924	BRUSSEL, KB : IV 478	1	1500
TDRA000000014794	Olim HOFER (New York) : 10	1	1505
TDRA000000002860	LEEUWARDEN, FG : 438	1	1400/1480
TDRA000000014970	Olim QUARITCH (Londen) : Cat. 801 nr. 222	1	1500
TDRA000000007059	MADRID, BN : Res. 54	1	
TDRA000000009074	Olim FORUM (Utrecht) : Cat. 103, nr. 191	1	1480/1490
TDRA000000013992	LEUVEN, TF : Mechelen 12	1	15??
TDRA000000002647	'S-GRAVENHAGE, KB : 135 G 9	1	1450/1475
TDRA000000009712	Olim METZ, BM : 1255 (verloren)	1	1488
TDRA000000010257	BOLOGNA, BU : 1140	1	
TDRA000000008418	KAAPSTAD, NLSA : Omitted a 5	14	14??
TDRA000000012440	EUGENE, BC : 18	1	1484
TDRA000000005672	AMSTERDAM, UB : V J 9	10	1510
TDRA000000015461	WELLESLEY, WCL : 17	1	1475/1500
TDRA000000007716	Olim SIX VAN HILLEGOM (Amsterdam) : Cat. 1928 nr. 190	14	1430
TDRA000000001367	LEIDEN, UB : LTK 340	13	1450/1500
TDRA000000005101	KEULEN, HA : GB Oct. 153	1	
TDRA000000002108	GRONINGEN, UB : 220	8	1450/1460
TDRA000000009061	LES ENLUMINURES (Parijs) : Cat. 2, nr. 15	1	1499
TDRA000000005883	EGE (Cleveland) : z.s.	1	1460/1465
TDRA000000015448	Olim SERRURE (Gent) : Cat. 1992	1	
TDRA000000014742	BRUSSEL, KB : 10532	1	15??
TDRA000000009075	REISS & SOHN (Königstein) : Cat. 59 (veiling 4/7-4-1995) nr. 401	1	
TDRA000000006346	Olim LEUVEN, UB : D 390 (1) (verloren)	1	1500/1525
TDRA000000007058	OXFORD, BL : Canonici Liturg. 92	1	
TDRA000000012455	Olim ARENBERG : 31	1	
TDRA000000004237	CAMBRIDGE, UL : Ii 6.38	2	14??
TDRA000000002875	GOUDA, SMCG : Inv. 60.012	1	
TDRA000000009920	STONYHURST, GC : 74	1	1475/1500
TDRA000000007919	PHILADELPHIA, FL : XVIII.8	1	
TDRA000000005698	'S-GRAVENHAGE, MM : 10 F 28	1	1542
TDRA000000016196	BRUSSEL, KB : IV 474	1	1536
TDRA000000007925	BRUSSEL, KB : IV 479	1	1500
TDRA000000012119	BARCELONA, BLG : 29	1	1450/1500
TDRA000000011376	NIJMEGEN, UB : 279	1	1503
TDRA000000009539	AMSTERDAM, BPH : ICN 151	1	1465/1510
TDRA000000001165	UTRECHT, UB : Cat. 1040	7	1508
TDRA000000000509	UTRECHT, MCC : BMH 110	32	1501
TDRA000000012125	MADRID, BPR : 2104	1	14??
TDRA000000003028	BERLIJN, SBB-PK : Germ. Oct. 270	8	1440/1450
TDRA000000006150	LEUVEN, MSB : KULeuven, 74 Y 5	15	1480
TDRA000000010054	NEW HAVEN, YUBL : 109	1	1450/1500
TDRA000000004035	BRUSSEL, KB : II 1035	1	
TDRA000000003982	BRUSSEL, KB : 21893	26	1482
TDRA000000009511	AMSTERDAM, BPH : ICN 63	1	1491
TDRA000000006144	Olim VON SCHERLING (Oegstgeest) : 1	5	1500/1525
TDRA000000004753	DARMSTADT, HLHB : 1836	1	
TDRA000000004960	UTRECHT, MCC : ABM 24	1	1480/1490
TDRA000000006805	NIJMEGEN, UB : 322	11	1450/1470
TDRA000000008196	'S-GRAVENHAGE, KB : 76 F 25	1	1430
TDRA000000004974	UTRECHT, MCC : ABM 38	32	14??
TDRA000000006193	WENEN, ONB : 1988	1	1475/1480
TDRA000000002493	WENEN, ONB : 15229	16	1612
TDRA000000000290	GENT, UB : 2363	7	
TDRA000000004790	DARMSTADT, HLHB : 1839	1	
TDRA000000015845	MÜNCHEN, BSB : Cgm 5915	1	
TDRA000000004948	UTRECHT, MCC : ABM 12B	1	1460/1465
TDRA000000006187	ROME, BAV : Ross. 61	1	1425/1475
TDRA000000006018	LONDEN, VAM : Reid 37	1	
TDRA000000001777	BRUSSEL, KB : IV 432	28	14??
TDRA000000008035	DIEST, SA : z.s.	5	1563/1575
TDRA000000013373	BRUGGE, BG : z.s.	6	1491
TDRA000000007460	Olim LE ROY DU VIVIER (Munsterbilsen) : z.s.	33	1527
TDRA000000010108	KRAUS (New York) : Cat. 159/1981, nr. 12	1	
TDRA000000009459	WASHINGTON, LC : 62	1	1477
TDRA000000015716	Olim MARCUS (Amsterdam) : Cat. 1750, 8° nr. 37	1	
TDRA000000008021	LINCOLN, CCL : 301	7	1450/1500
TDRA000000004633	KOPENHAGEN, KB : NKS 43 Oct.	4	1450
TDRA000000014420	'S-GRAVENHAGE, KB : 74 G 37a	1	1455
TDRA000000006024	ZÜRICH, ZB : C 161	9	1475/1500
TDRA000000000455	UTRECHT, MCC : BMH 43	8	1475
TDRA000000006742	WENEN, KM : Kraußhaar 14648	1	
TDRA000000015058	WALTON (Covington, Virginia, USA) : A 2161	1	1440
TDRA000000006030	JERNBECK (Stockholm) : z.s.	25	1530
TDRA000000009303	LEIDEN, UB : BPL 3323	1	1425/1475
TDRA000000004627	KOPENHAGEN, KB : GKS 3445 Oct.	1	1440/1442
TDRA000000003148	'S-GRAVENHAGE, KB : 134 C 53	6	1500/1525
TDRA000000004800	DARMSTADT, HLHB : 490	1	
TDRA000000002281	AMSTERDAM, UB : I F 30	2	1502
TDRA000000004828	DARMSTADT, HLHB : 964	1	1505
TDRA000000015925	CAMBRIDGE, FM : 140	1	14??
TDRA000000005288	WOLFENBÜTTEL, HAB : 67.10 Aug. Oct.	1	
TDRA000000006795	MADRID, MLG : 15503	1	
TDRA000000014391	NEW YORK, PL : 39	1	14??
TDRA000000015931	'S-GRAVENHAGE, KB : 133 M 24	1	14??
TDRA000000000482	UTRECHT, MCC : BMH 62	17	14??
TDRA000000010691	BRUGGE, SB : 321	1	1400/1410
TDRA000000005075	KEULEN, HA : GB Oct. 5	1	
TDRA000000003362	'S-GRAVENHAGE, KB : 133 F 1	5	1450/1500
TDRA000000016009	LEHMAN (New York) : B.32	1	1490
TDRA000000008223	'S-GRAVENHAGE, KB : 130 E 8	1	
TDRA000000015272	PHILADELPHIA, FL : Lewis European 175	1	1500
TDRA000000006568	WENEN, ONB : 1856	1	1450/1475
TDRA000000012535	NEW YORK, PML : 451	1	1531
TDRA000000004431	LONDEN, BL : Add. 39638	48	1445
TDRA000000014636	KORTRIJK, SOB : 26	1	15??
TDRA000000014150	Olim DE VRIES (Amsterdam) : Cat. 1905-11-28/30, nr. 10	1	14??
TDRA000000012521	MÜNCHEN, BSB : Clm 23637	1	1500/1561
TDRA000000005908	LEEDS, UL : Brotherton 24	3	1440
TDRA000000000864	LEIDEN, UB : LTK 223	18	1503
TDRA000000008586	CAMBRIDGE, UL : Ii 6.2	1	1390/1400
TDRA000000005934	GRONINGEN, UB : Add. 266	1	1520/1530
TDRA000000004380	LONDEN, BL : Add. 17524	7	14??
TDRA000000006597	MADRID, BN : Vit. 24-2	1	
TDRA000000005936	BRUSSEL, KB : IV 1260	1	1480/1490
TDRA000000005088	KEULEN, HA : GB Oct. 55	8	
TDRA000000007853	FULDA, LB : Aa 144	3	1400/1450
TDRA000000013198	KENTUCKY, UL : Lat. IV	1	1470
TDRA000000014807	DARMSTADT, HLHB : 191	1	1500
TDRA000000008584	LONDEN, BL : Royal 2 A XVIII	1	1400/1440
TDRA000000011980	Olim SOTHEBY'S (Londen) : Cat. 1981-07-14, nr.35	1	1425/1475
TDRA000000012523	MELLON (Upperville) : z.s.	1	1524
TDRA000000006230	Olim LEUVEN, UB : 70 (verloren)	1	1470
TDRA000000011994	SAN MARINO, HL : HM 1131	1	1471/1505
TDRA000000003360	'S-GRAVENHAGE, KB : 133 E 29	9	1450
TDRA000000001205	UTRECHT, UB : Cat. 1691	23	1400/1450
TDRA000000015270	PHILADELPHIA, FL : Lewis European 103	1	1500/1525
TDRA000000012279	OXFORD, BL : Liturg. 238	1	14??
TDRA000000002283	AMSTERDAM, UB : I G 15	7	1440/1460
TDRA000000010693	WENEN, ONB : 1926	1	1520
TDRA000000000480	UTRECHT, MCC : BMH 60	14	14??
TDRA000000015933	GILLÈS DE PÉLICHY (Izegem) : z.s.	1	14??
TDRA000000006797	HASSELT, PM : s.o.	1	1480
TDRA000000008962	PHILADELPHIA, FL : Lewis European 101	1	1470/1480
TDRA000000006967	OXFORD, BL : Douce 30	1	1500
TDRA000000006973	'S-GRAVENHAGE, HGA : 279	1	1500
TDRA000000005249	UTRECHT, MCC : Warmond 92 A 3	2	1450/1500
TDRA000000006740	WARSCHAU, BN : Wil. Rp. 868 qu	1	
TDRA000000009473	AMSTERDAM, BPH : BPH 27	1	1275/1300
TDRA000000010122	Olim SOTHEBY'S (Londen) : Cat. 1937-03-2/9, nr. 834	1	1390/1400
TDRA000000001991	LEIDEN, UB : BPL 2627	13	1400/1410
TDRA000000006026	MÜNSTER, UB : s.o.	5	1500
TDRA000000009315	LOS ANGELES, PGM : Ludwig IX 13	1	1300/1325
TDRA000000002240	AMSTERDAM, UB : I G 32	7	1481/1498
TDRA000000006032	PARTICULIERE COLLECTIE (Verenigde Staten) : z.s.	1	1450/1475
TDRA000000004143	BRUSSEL, KB : IV 113	5	14??
TDRA000000008989	UTRECHT, MCC : OKM 1	1	1480
TDRA000000014378	ROSEMAN (Cleveland Heights) : 13	1	14??
TDRA000000003604	'S-GRAVENHAGE, KB : 76 F 31	1	1490/1510
TDRA000000002268	AMSTERDAM, UB : I G 25	20	1460/1470
TDRA000000004619	KOPENHAGEN, KB : Thott 137 Oct.	1	
TDRA000000005261	UTRECHT, MCC : Warmond 12 A 15	1	14??
TDRA000000008802	BRUGGE, SB : 673	8	1470/1490
TDRA000000004786	DARMSTADT, HLHB : 1845	1	
TDRA000000015853	LUIK, UB : Wittert 20	1	14??
TDRA000000001826	BRUSSEL, KB : IV 787	1	
TDRA000000006191	WENEN, ONB : 1908	1	1415
TDRA000000004792	DARMSTADT, HLHB : 1891	1	1570
TDRA000000004962	UTRECHT, MCC : ABM 26	7	1465/1470
TDRA000000008194	'S-GRAVENHAGE, KB : 130 E 14	1	1400
TDRA000000006807	OXFORD, BL : Lat. misc. A 24 II	1	
TDRA000000010056	NEW HAVEN, YUBL : 32	1	14??
TDRA000000006152	CAMBRIDGE, UL : Add. 4097	1	1480/1490
TDRA000000004745	DARMSTADT, HLHB : 1904	1	
TDRA000000012127	MONTSERRAT, BM : 53	1	1520/1530
TDRA000000002320	ZWOLLE, HCO : Emmanuelshuizen 13	47	1500
TDRA000000006146	Olim WIERDELS, (Nijmegen) : z.s.	8	1532
TDRA000000010042	NEW HAVEN, YUBL : 110	1	1480
TDRA000000006620	BALTIMORE, WAG : W. 281	1	
TDRA000000012655	BRUSSEL, KB : IV 670	1	1510
TDRA000000005329	WOLFENBÜTTEL, HAB : 307.1 Extravagantes	1	
TDRA000000003758	BRUSSEL, KB : 4665	1	15??
TDRA000000011374	GRONINGEN, UB : 221a	1	14??
TDRA000000014218	Olim HANSEN (Roermond) : 2	1	1500
TDRA000000008631	ROUEN, BM : 3024	1	1400/1415
TDRA000000002693	'S-GRAVENHAGE, KB : 71 H 57	3	1520
TDRA000000010297	BRUSSEL, KB : 11791	1	14??
TDRA000000007927	VALENCIENNES, BM : 836	3	1573
TDRA000000005856	LEEDS, UL : Brotherton 7	1	1490/1510
TDRA000000014973	Olim DYSON PERRINS (Malvern) : 105	1	1500/1525
TDRA000000009088	LEUVEN, UB : 6	6	1475/1500
TDRA000000005659	BRUGGE, SB : 323	8	14??
TDRA000000005881	PARTICULIERE COLLECTIE (Verenigde Staten) : z.s.	1	1470/1475
TDRA000000002650	'S-GRAVENHAGE, KB : 135 G 12	1	1460/1480
TDRA000000002644	'S-GRAVENHAGE, KB : 135 E 23	1	1440/1500
TDRA000000006422	Olim VAN ZUYLEN (Brugge) : z.s.	12	1470/1490
TDRA000000014740	Olim QUARITCH (Londen) : Cat. 820 nr. 9	1	1480
TDRA000000008341	KARLSRUHE, BLB : 701	2	13??
TDRA000000005103	KEULEN, HA : GB Oct. 170	1	
TDRA000000004209	BRUSSEL, KB : II 6907	28	15??
TDRA000000002678	'S-GRAVENHAGE, KB : 71 G 53	3	1475/1525
TDRA000000005671	BRUGGE, SB : 568	54	14??
TDRA000000007067	BRUSSEL, KB : 15080	1	15??
TDRA000000007073	LEEDS, UL : Brotherton 4	1	1450/1500
TDRA000000008426	DENDERMONDE, PPA : 111.HS.167 E	1	15??
TDRA000000005102	KEULEN, HA : GB Oct. 166	1	
TDRA000000010241	MANCHESTER, JRL : Latin 482	1	1450/1500
TDRA000000012456	Olim ARENBERG : 32	1	
TDRA000000002645	'S-GRAVENHAGE, KB : 135 E 25	1	1450/1475
TDRA000000004234	CAMBRIDGE, UL : Dd 12.52	1	
TDRA000000005894	'S-GRAVENHAGE, KB : KA 36	38	1350/1400
TDRA000000014999	MÜNCHEN, BSB : Cgm 4718	1	
TDRA000000009062	SWANN GALLERIES (New York) : Cat. 21-4-94 nr. 70	1	
TDRA000000004546	LONDEN, BL : Stowe 17	1	1310/1320
TDRA000000003229	'S-GRAVENHAGE, KB : 133 G 29	7	1481
TDRA000000005880	PARTICULIERE COLLECTIE (Verenigde Staten) : z.s.	1	1480
TDRA000000005658	BRUGGE, SB : 319	12	1557
TDRA000000012442	THOMPSON (Portland) : z.s.	1	1475/1500
TDRA000000001358	LEIDEN, UB : LTK 329	3	1400/14??
TDRA000000009089	AMSTERDAM, BPH : ICN 170	1	14??
TDRA000000014972	Olim DYSON PERRINS (Malvern) : 104	1	1500
TDRA000000002876	GENT, UB : 186	1	1440/1460
TDRA000000007926	BRUSSEL, KB : IV 1480	1	
TDRA000000005857	AMSTERDAM, BPH : ICN 2	1	1491
TDRA000000010296	BRUSSEL, KB : 11790	1	15??
TDRA000000010719	WENEN, ONB : 1875	1	1530
TDRA000000008630	CARPENTRAS, BC : 57	1	1400/1410
TDRA000000015107	LEUVEN, SMKM : 3	1	14??
TDRA000000001166	UTRECHT, UB : Cat. 1041	8	1450/1475
TDRA000000008624	CAMBRIDGE, TC : B 11.14	1	1400/1415
TDRA000000008142	KASSEL, UB-LMB : Theol. Oct. 15	1	
TDRA000000001600	DEVENTER, SAB : Hs. I, 24 (101 E 15 KL)	7	1500/1510
TDRA000000003017	BERLIJN, SBB-PK : Germ. Oct. 141	7	1465
TDRA000000004778	DARMSTADT, HLHB : 1881	1	
TDRA000000007259	LÜBECK, SB : Theol. Germ. 64	17	
TDRA000000009274	OXFORD, BL : Canonici Liturg. 118	1	
TDRA000000005328	WOLFENBÜTTEL, HAB : 289.3 Extravagantes	1	
TDRA000000012654	BRUSSEL, KB : II 1571	1	1500/1525
TDRA000000006621	BRUGGE, PM : O.P. 5.I	1	
TDRA000000012126	BARCELONA, BC : 1852	1	1475/1500
TDRA000000004744	DARMSTADT, HLHB : 1889	6	
TDRA000000008195	'S-GRAVENHAGE, KB : 128 G 30	1	1400/1450
TDRA000000004963	Olim UTRECHT, ABM : 27	1	
TDRA000000004793	DARMSTADT, HLHB : 1871	1	1589
TDRA000000006190	UTRECHT, UB : 15 C 5	1	1450/1475
TDRA000000004787	DARMSTADT, HLHB : 1875	1	
TDRA000000002269	AMSTERDAM, UB : I G 28	43	1490
TDRA000000006769	CAMBRIDGE, FM : 268	1	1470
TDRA000000015073	Olim SOTHEBY'S (Londen) : Cat. 1949-04-04, nr.188	1	
TDRA000000005274	TILBURG, TF : TFK HS 13	1	1500
TDRA000000008988	UTRECHT, MCC : OKM 2	1	1480/1510
TDRA000000016208	WIDENER (Philadelphia) : 3	1	1450/1470
TDRA000000001774	BRUSSEL, KB : IV 421	45	1475/1500
TDRA000000008036	HUETING (Heiloo) : z.s	24	1460
TDRA000000010651	WENEN, ONB : Series Nova 2600	1	1510/1520
TDRA000000014351	LONDEN, BL : Stowe 30	1	15??
TDRA000000010137	OXFORD, BL : Canonici Liturg. 125	1	1400/1425
TDRA000000000324	NIJMEGEN, UB : 85	6	1550/1600
TDRA000000006741	WARSCHAU, BN : Wil. Rp. 869 qu	1	
TDRA000000002241	AMSTERDAM, UB : I F 25	2	1450/1500
TDRA000000006027	MEERSBURG, DM : Hülshoff 1	4	1480
TDRA000000016234	WEIMAR, HAAB : Qu. 57	1	
TDRA000000000456	UTRECHT, MCC : BMH 44	8	1470/1490
TDRA000000010876	BRUSSEL, KB : II 186	1	14??
TDRA000000009499	AMSTERDAM, BPH : BPH 39	1	1470/1480
TDRA000000015932	Olim HAARLEM, BM : Olim 6131	1	14??
TDRA000000000481	UTRECHT, MCC : BMH 61	16	1500/1525
TDRA000000007488	DURHAM, BM : 091 MED 6	1	
TDRA000000003822	BRUSSEL, KB : 11171	47	14??
TDRA000000000495	UTRECHT, MCC : BMH 96	11	14??
TDRA000000007675	AMSTERDAM, UB : XIV G 19	1	14??
TDRA000000008220	'S-GRAVENHAGE, KB : 76 G 4	1	
TDRA000000015517	Olim HERTZBERGER (Amsterdam) : z.s.	1	
TDRA000000003375	'S-GRAVENHAGE, KB : 74 J 57	6	1475/1500
TDRA000000007661	AMSTERDAM, UB : VII C 18	1	1490/1510
TDRA000000005076	KEULEN, HA : GB Oct. 6	1	
TDRA000000003349	'S-GRAVENHAGE, KB : 131 H 6	1	1520
TDRA000000004426	LONDEN, BL : Add. 38123	1	1470
TDRA000000011995	SAN MARINO, HL : HM 1134	1	1425/1475
TDRA000000016022	SCHIFF (New York) : 3	1	1510
TDRA000000006225	Olim LEUVEN, UB : s.o. (verloren)	1	
TDRA000000002043	DRESDEN, SL : M 254	9	1500/1525
TDRA000000004432	LONDEN, BL : Add. 39639	1	1450/1475
TDRA000000000867	LEIDEN, UB : LTK 226	5	1450/1475
TDRA000000000873	LEIDEN, UB : LTK 237	17	1500
TDRA000000004383	LONDEN, BL : Add. 18214	11	
TDRA000000006594	Olim SOTHEBY'S (Londen) : Cat. 1975-12-06, nr. 44	1	
TDRA000000010490	STOCKHOLM, KB : A 88	7	14??
TDRA000000011956	Olim VON SCHERLING (Oegstgeest) : Cat. 1951, nr.4	1	1400/1425
TDRA000000013199	KENTUCKY, UL : Lat. V	1	1450/1500
TDRA000000013833	ANHOLT, FSSB : 27-31	1	14??/15??
