titel	datering	pagina	incipit	titel_norm	taal
TEXT000000014569	Gebed		 f.204r-206r	"O almogende vader inder godtheit oerspronck ende fonteyn alre wijsheit ..."			TDRA000000001685
TEXT000000003015	Getijden- en gebedenboek, met kalender voor het bisdom Utrecht; Lat.	1425/1475				latijn	TDRA000000004947
TEXT000000039389	Lange kruisgetijden		 f.066r-?				TDRA000000001163
TEXT000000013212	Gebed voor de kribbe op naam van Bernardus van Clairvaux		 f.?		Ongespecificeerde Mnl. teksten op naam van Bernardus van Clairvaux		TDRA000000003991
TEXT000000027809	Getijdenboek (usus Rome); Lat., Frans en Mnl.	1500				frans;latijn;nederlands	TDRA000000011051
TEXT000000003997	Boetpsalmen met gebeden van Augustinus		 f.069v-082v	"O heilighe vader almachtich ewich god ontfanct overmids dinen heilighen sone onsen heere Jhesum Christum ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000002749
TEXT000000022781	Ave tempel der Triniteit, Berijmd gebed tot Maria (ABC-gedicht)		 f.040v-041r	(Rubriek) "Soe wie dese bedinghe seghet met devocien hi hevet VII jaer aflaets vanden paus Janne ..."	Ave tempel der Triniteit		TDRA000000005898
TEXT000000022959	Berijmd gebed tot God en Maria		 f.027rb-027vb	"Geweldech here van hemelrike / Ende vander werelt die ghelike / Dore dine grote ontfermichede ..."	Mnl. vertalingen van O intemerata, berijmd		TDRA000000005898
TEXT000000007529	Getijdenboek, met kalender; Lat.	1500				latijn	TDRA000000007408
TEXT000000010055	Gebeden op naam van Augustinus		 f.061v-073v		Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000004478
TEXT000000038901	Gebeden op de ledematen van Christus op naam van Hubertinus de Casale		 f.010r-017r	"O Jhesu myn gesontmaker myn suetticheit myn minne myn salicheit ende myn troest..."	Ongespecificeerde Mnl. teksten op naam van Hubertinus de Casale		TDRA000000000526
TEXT000000040104	Gebed tot S. Maria		 f.116r-117r	"O Maria alre wijste alre guedertierenste alre lustelicste bloem des paradijs..."			TDRA000000001352
TEXT000000010733	Getijdenboek, met kalender voor het bisdom Doornik; Lat.	1510				latijn	TDRA000000007928
TEXT000000014555	De zeven getijden van de passie		 f.124v-135v				TDRA000000001685
TEXT000000014541	Gebeden op de zeven bloedstortingen		 f.055v-057	"O alre suetste here Jhesu Criste inder alre hoechster minnen dat gu u jonghe teder bloet uutstortten ..."			TDRA000000003530
TEXT000000040110	Gebed op de vijftien blijdschappen van Maria		 f.132v-135r	"O conijngijn des hemels verblit u blenckende dageraet uutvercaren bruyt Gads..."	vreugden van S. Maria		TDRA000000001352
TEXT000000010727	Getijdenboek; Lat.	1500				latijn	TDRA000000007925
TEXT000000010041	Gebed tot Christus op naam van Augustinus		 f.121v-124r	"Weest my genaedich o suetste heer Jhesu Cristum, weest my genadich nae uwer groter barmherticheit ende naeder voelheit der pijnen ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000007740
TEXT000000032586	Getijdenboek, met kalender voor het bisdom Utrecht; Mnl.	14??				nederlands	TDRA000000013927
TEXT000000033840	Gebed		 f.?	"O here Jhesus Christe, des levenden gods soen, fonteyne des levens ende oersprong alles guets, die uutten schoet des vaders van uwer glorien om onse salicheit hier neder quamt ..."			TDRA000000005597
TEXT000000027362	Gebed tot S. Sebastianus		 f.222r				TDRA000000000479
TEXT000000038524	Getijden van de eeuwige wijsheid		 f.001r-025r				TDRA000000000525
TEXT000000027404	Getijden van alle heiligen		 f.125v-137v	"Alle godes hillighen biddet voer onser alre salicheit Metten ..."			TDRA000000002036
TEXT000000031266	Getijdenboek (usus Sarum); Lat.	1430/1450				latijn	TDRA000000013196
TEXT000000041959	Mariagetijden		 f.015r-052r				TDRA000000000480
TEXT000000002874	Getijdenboek; Mnl.	1440/1450				nederlands	TDRA000000004685
TEXT000000042288	H. Kruisgetijden		 f.211rb-212va				TDRA000000005898
TEXT000000023676	Berijmd gebed tot de H.Eligius		 f.039r	"Sinte Loy der smeden heere / Ic bid u huuter maten seere /Maect minen pays voor gode ..."			TDRA000000004020
TEXT000000038530	Getijden van de eeuwige wijsheid		 f.086r-115r				TDRA000000004632
TEXT000000028723	Getijdenboek; Lat., met Franse kalender	1451/1493				frans;latijn	TDRA000000011594
TEXT000000018838	Berijmd gebed		 f.005r				TDRA000000004705
TEXT000000025561	Gebed tot S. Paulus		 f.279r-279v	"O heilige apostel gods, sunte Pauwels, een uutvercoren vat Cristi, ic bidde dij ..."			TDRA000000008006
TEXT000000036253	Gebedenboek; Mnl., Lat. en Frans	14??/15??				frans;latijn;nederlands	TDRA000000015210
TEXT000000030622	Getijdenboek; fragm.; Lat.	1500/1525	15			latijn	TDRA000000012751
TEXT000000035982	Vier gebeden toegeschreven aan Birgitta van Zweden (op de Maagd Maria)		 f.111v-113r				TDRA000000003371
TEXT000000024657	Getijdenboek (usus Utrecht); Mnl.	1450/1500				nederlands	TDRA000000010222
TEXT000000023886	Berijmd gebed tot Maria		 f.095v	"O Weerde Maria door uwe doghet / So biddic u dat ghi mi verhoghet / Ende verblijdt want ghijt vermoghet ..."			TDRA000000005915
TEXT000000038518	Getijden van de eeuwige wijsheid		 f.053r-075r				TDRA000000000480
TEXT000000010294	Mnl. vertaling van gebed over de passie uit Stimulus amoris		 f.111r-116r		Mnl. vertalingen van Stimulus amoris, ongespecificeerd		TDRA000000007414
TEXT000000030144	Dankgebed in 7 dertienregelige strofen, op de stok Lof God van desen als u belieft salt beter wesen		 f.038v	"Laet ons God nu loven / gheeft audiencie ..."	Lof God van desen als u belieft salt beter wesen		TDRA000000004462
TEXT000000041965	Getijden van de H. Geest		 f.051v-070r				TDRA000000000472
TEXT000000041971	Lange kruisgetijden		 f.049r-069v				TDRA000000000465
TEXT000000035028	Getijdenboek; Mnl.	1480				nederlands	TDRA000000014929
TEXT000000032747	Getijden- en gebedenboek	1500				onb	TDRA000000013989
TEXT000000023892	Berijmd gebed tot de H. Elisabeth van Thüringen		 f.038v				TDRA000000001772
TEXT000000024125	Getijdenboek, voor gebruik in Engeland; Lat. en Frans	1450/1500				frans;latijn	TDRA000000009915
TEXT000000034450	Gebedenboek; Mfr.	1624				duits	TDRA000000014722
TEXT000000029367	Getijdenboek; fragm. (3 miniaturen); Lat.	1460/1480				latijn	TDRA000000011864
TEXT000000006384	Getijdenboek, met kalender; Lat.	14??				latijn	TDRA000000007128
TEXT000000037159	Getijdenboek.					onb	TDRA000000015448
TEXT000000028092	Salve regina; Mnl.		 f.087r-087v				TDRA000000003702
TEXT000000041742	Lange of korte kruisgetijden, begint ontbreekt		 f.081r-108r				TDRA000000007515
TEXT000000041742	Lange of korte kruisgetijden, begint ontbreekt		 f.081r-108r				TDRA000000007515
TEXT000000037818	Gebed tot S. Elisabeth		 f.237r-237v				TDRA000000008057
TEXT000000026915	Gebed over de drie doodstoten		 f.185v-186r	"O alre soetste heer Jhesu Christe ic bidde doer dat breken dijnre heiligher oghen ..."			TDRA000000001380
TEXT000000003565	Getijdenboek; Mnl.	1465				nederlands	TDRA000000005755
TEXT000000003203	Getijdenboek, met kalender voor het bisdom Doornik; Lat.	1430/1450				latijn	TDRA000000005219
TEXT000000041030	Lange kruisgetijden in de vertaling van Geert Grote		 f.073r-092r				TDRA000000001729
TEXT000000010519	Gebed tot Thomas		 f.?				TDRA000000005297
TEXT000000029398	Getijdenboek (usus Sarum); Lat.	1405/1410				latijn	TDRA000000011896
TEXT000000013038	Gebed op naam van Anselmus van Canterbury		 f.?		Ongespecificeerde Mnl. teksten op naam van Anselmus van Canterbury		TDRA000000004617
TEXT000000036290	Getijdenboek (usus Utrecht?); Mnl.	14??				nederlands	TDRA000000015231
TEXT000000009706	Gebedenboek van M. van Blyenburch	1582				nederlands	TDRA000000007653
TEXT000000004222	Getijdenboek					onb	TDRA000000006072
TEXT000000042277	Korte Kruisgetijden		 f.144r-152r				TDRA000000006109
TEXT000000042263	H. Kruisgetijden		 f.081r-109v				TDRA000000002747
TEXT000000003559	Gebedenboek; onvoll.	1500				onb	TDRA000000005735
TEXT000000002647	Getijdenboek, met kalender voor het bisdom Utrecht (S. Jeroen in rood); Mnl.	1480				nederlands	TDRA000000004272
TEXT000000040474	Gebed tot S. Martinus		 f.131r	"O heilige vader Martijn den guedertieren here Jhesu wilt bidden voer onse sonder ..."			TDRA000000002022
TEXT000000030193	Getijdenboek (usus Rome); Lat., Frans en Port.	1400/1425				frans;latijn;por	TDRA000000012463
TEXT000000027389	Gebed tot alle heiligen		 f.184r	"Ic bid u allen heilighen Goods comt mi te helpe ..."			TDRA000000002598
TEXT000000035955	Getijdenboek; Lat.	1475/1500				latijn	TDRA000000015124
TEXT000000031474	Korte getijden van O.L. Vrouw		 f.113v-120v	"O here Jhesu Christe levende gods soen die in der nacht ..."			TDRA000000006961
TEXT000000027570	Gebed ter ere van de ledematen van Jezus		 f.050r-051r	(Rubriek) "Die dit hielt inder missen hy ontfinck onsen lieven heer gheestelick in sijn siel alsoe waerlicken als hem die priester ontfanct inden ambocht der heyligher missen"			TDRA000000000566
TEXT000000038450	Getijden van de eeuwige wijsheid		 f.084r-129r	"Salicheit der sielen ende des lives..."			TDRA000000004237
TEXT000000025367	Gebed? ter ere van Jezus'mond, Maria's borsten en Maria Magdalena		 f.125v-127r	"Vanden heligen monde daer Jhesus Kerst mede sprac ende sinte Marien diene IX maenden drouch ende vanden heiligen borsten daer soene mede soghede. Ende vander Magdalenen wien Jhesus al hare sonden vergaf..."			TDRA000000008599
TEXT000000027564	Getijden van de Eeuwige Wijsheid in de vertaling van Geert Grote		 f.015r-050r				TDRA000000004716
TEXT000000038444	Getijden van de eeuwige wijsheid		 f.056v-080v	"Invitatorium. Aenbeden wi die fonteyne der ewiger wijsheit..."			TDRA000000004276
TEXT000000025415	Gebed tot Maria; Mnl.		 f.176v-178v	"Here vader des levens, Gods soens, ic bidde u ende vermane u bi alle uwer grooter minnen die ghi leedt ..."			TDRA000000009435
TEXT000000015298	Getijdenboek; Lat.	1450/1500				latijn	TDRA000000008275
TEXT000000036441	Gebedenboek; Lat., met enkele rubrieken in Ital.	1500				itaaliaans;latijn	TDRA000000015272
TEXT000000036455	Gebed over het heilige kruis		 f.203v-204v				TDRA000000004134
TEXT000000014192	Getijden vander heyligher drievuldicheyt, begin ontbreekt		 f.203r-207r				TDRA000000004112
TEXT000000002928	Gebedenboek; Ripuar.	1500				duits;ripuarisch	TDRA000000004797
TEXT000000024737	Gebed, vermoedelijk Mnl. vertaling van Arnulf van Leuven: Salve meum salutare		 f.090r-098r	"Ghegruet sijstu, mijn ewighe salicheit, o du lieve here Jhesu Criste wes ghegruet ..."	Mnl. vertaling van Arnulf van Leuven: Salve meum salutare		TDRA000000008006
TEXT000000023058	Berijmd gebed tot de heilige Sebastiaan		 f.068r-069v	"O Heilich heere sinte Sebastiaen / Heden doe ic u vermanen / Dat ic mach bliven ongheschent			TDRA000000000393
TEXT000000039955	Getijdenboek van Geert Grote	14??				nederlands	TDRA000000016260
TEXT000000038493	Getijden van de eeuwige wijsheid		 f.043r-060r	"Salicheit der sielen..."			TDRA000000003299
TEXT000000026875	Meditatie en gebed over de zeven kruiswoorden		 f.013v-016r	"Nu comt ghi ongetrouwe bastaert dochteren van Babilonien met uwen opghecierden ghecroenden hoefden ..."			TDRA000000006349
TEXT000000023919	Prozagebeden		 f.102v-105v				TDRA000000005363
TEXT000000015515	Liturgische gebeden		 f.196r-201r				TDRA000000003042
TEXT000000040272	Lange getijden van het kruis		 f.059r-075v				TDRA000000002995
TEXT000000037944	Gebed tot S. Scolastica		 f.219r	"Wi bidden di here sie aen genaedelicken dijn gesijnne overmits verdienten der heiliger joncferen Scholastijca..."			TDRA000000000336
TEXT000000040514	15 pater nosters		 f.119r-122v	"Ic gruet u ghebenedide cruce ons heren Jhesu Criste die doer ons die doot ontfenghes ..."			TDRA000000009372
TEXT000000014145	Getijdenboek; Lat., met Franse kalender en gebeden					latijn	TDRA000000008222
TEXT000000034295	Getijdenboek; Mnl.	15??				onb	TDRA000000014645
TEXT000000042303	Getijden van de passie van Maria en Jezus; beurtelings een gebed tot Christus en Maria		 f.199r-212v	"O here jhesu criste om dat wredelike aen tasten dat u die joden aen tasten ..."			TDRA000000005968
TEXT000000023925	Gebeden; Mnl.	1530				nederlands	TDRA000000009769
TEXT000000037950	Gebed tot S. Birgitta		 f.221v	"O alre suetste vrouwe sancta Brigitta Ic bid u oetmoedelicke doer der onsprekelicker vrouden..."			TDRA000000000336
TEXT000000032419	Getijdenboek, met kalender voor het bisdom Utrecht	14??				onb	TDRA000000013856
TEXT000000025165	Drie pater noster ter ere van Jezus' dood		 f.111r-112v	"O Lieve here Jesu Christe ic vermane di des stervens dat dyn edel lichaeme sterf anden cruce ..."			TDRA000000003850
TEXT000000023514	Berijmd gebed tot Maria		 f.078r-082v	"Maria moeder uutvercoren / Nu wort mijnre sielen vrient / Behoet my voer uus kints toren ..."			TDRA000000005397
TEXT000000037561	Getijdenboek, met enkele Mnl. gebeden	1400/1450				nederlands;onb	TDRA000000015554
TEXT000000037561	Getijdenboek, met enkele Mnl. gebeden	1400/1450				nederlands;onb	TDRA000000015554
TEXT000000027772	Meditatie over de Triniteit		 f.164v				TDRA000000005662
TEXT000000027014	Gebed tot S.Anna		 f.036r-036v	"Dat rijk der hemelen ende alle dijn vrucht des paradijs ..."			TDRA000000004299
TEXT000000041391	H. Geestgetijden met drie lessen van Gregorius		 f.071r-094v				TDRA000000004709
TEXT000000023266	Ic bidde u heere Jhesus Kerst (Berijmd gebed tot Jezus)		 f.169r-169v	"Ic bidde u heere Jhesus Kerst / Dat ghi mi wilt gheven verst / Minen tijt ende mine daghen ..."			TDRA000000000398
TEXT000000033075	Getijdenboek, met kalender; Lat.	14??				latijn	TDRA000000014135
TEXT000000024509	ABC-gebed tot Maria op rijm : An di der werelt toeverlaet, geïncorporeerd in Die pelgrimage vander menscheliker creaturen		 f.104r-106v	"An di der werlt toeverlaet / Gloriose maget comic op raet ..."			TDRA000000003109
TEXT000000041385	Gebeden tot Johannes de Doper, Johannes de Evangelist, S. Erasmus, S. Cristophorus, S. Cornelius, S. Antonius, S. Nicolaas, S. Georgius, S. Sebastianus, S. Adrianus, S. Hubertus, Maria Magdalena, S. Elisabeth, S. Dymphna, S. Kummernis, S. Lucia.		 f.204r-229v				TDRA000000004715
TEXT000000037575	Gebed tot S. Birgitta		 f.183r-189v (p.365-378)	"Birgitta edel druppe der mirren der hoechsten conincks behaechlike bruyt ... neyget dyn oetmoedige oren tot ons..."			TDRA000000010490
TEXT000000027766	Getijden van Eeuwige Wijsheid		 f.064v-100r	"Myn siel heeft di begeert inder nacht ..."			TDRA000000005662
TEXT000000019688	Salicheit der sielen ende des lives gheve ons ihesu christus		 f.058r-082r				TDRA000000004484
TEXT000000035362	Getijdenboek, met kalender; Lat. en Mnl.	1475/1500				latijn;nederlands	TDRA000000015028
TEXT000000026450	Getijdenboek; Lat.	1300				latijn	TDRA000000010753
TEXT000000023528	Maria vrouwe edel maghet (Berijmd gebed tot Maria)		 f.049v-050v	"O Maria vrauwe edele maghet / Die crone van subtileden draghet ..."			TDRA000000005374
TEXT000000024521	Getijdenboek; Lat.	1400/1425				latijn	TDRA000000010145
TEXT000000004829	Horarium	1460				latijn	TDRA000000006520
TEXT000000039216	Gebed op naam van Gregorius		 f.094r		Ongespecificeerde Mnl. teksten op naam van Gregorius de Grote		TDRA000000009443
TEXT000000001789	Getijdenboek; Mnl.	1501				nederlands	TDRA000000002659
TEXT000000029005	Gebed tot Jezus		 f.?	"O afgront der wijsheit, O wonderlic God in al hu wercken, Ic danc u van uwer wijsheit ..."			TDRA000000008276
TEXT000000001951	Gebeden; fragm. (f.37-44)	14??				onb	TDRA000000002899
TEXT000000026322	Getijdenboek; Lat.	1520/1530				latijn	TDRA000000010695
TEXT000000010690	Getijdenboek; Lat.	1460				latijn	TDRA000000007909
TEXT000000024535	Gebed van S. Brendaan; Getijdenboek (usus Sarum); Eng. en Lat.	1400/1450				latijn	TDRA000000010158
TEXT000000032357	Gebed tot S. Hubertus		 f.244r-?	"O heilige S. Hubert werdige biscop Jhesu Christe verhoert my arme dienresche ..."			TDRA000000005388
TEXT000000003834	Getijden; Mnl.					nederlands	TDRA000000005918
TEXT000000040919	Gebed tot Christus		 f.175v-177r	"O heer Jhesu Criste almechtighe God ende goedertieren ghesontmaker ic groet di alre heilichste hoeft voer ons ghecroent mit doernen ..."			TDRA000000004410
TEXT000000030226	Gebed tot S. Stephanus		 f.033v-034v	"Stephanus die knecht godes dien die joeden steenden sach die hemel open ..."			TDRA000000004634
TEXT000000026444	Gebed tot 10.000 martyres		 f.282r-283r	"O heilige onverwijnlike ridders tien dusent ende alle gij martelaren gods ..."			TDRA000000008006
TEXT000000038691	Getijden van S. Maria		 f.014r-046v				TDRA000000004970
TEXT000000003161	Horae. Orationes. Preces					onb	TDRA000000005162
TEXT000000001776	Getijdenboek; Lat. en Ital. (kalender)	1440/1500				itaaliaans;latijn;nederlands	TDRA000000002644
TEXT000000008020	Mnl. gebed uit Mechtild van Hackeborn: Liber specialis gratiae		 f.072r-073v		Mnl. vertalingen van Mechtild van Hackeborn: Liber specialis gratiae		TDRA000000005270
TEXT000000001762	Gebedenboek; Mnl.	1500/1525				nederlands	TDRA000000002615
TEXT000000040058	Gebed tot Jezus		 f.099v-100r	"O heer Jhesu Christi des levendigen gods soen die voer ons arme sundige mynschen woudes gepassyt ende gepijnt werden..."			TDRA000000001349
TEXT000000005504	Meditaties en gebeden over leven van Christus met excerpten uit Pseudo-Bonaventura-Ludolphiaanse leven van Jezus, Mechtild van Hackeborn: Liber specialis gratiae en Otto van Passau: Die vierundzwanzig Alten		 f.001r-127v		Mnl. vertaling van Otto van Passau: Die vierundzwanzig Alten		TDRA000000001696
TEXT000000034901	Getijdenboek					onb	TDRA000000014915
TEXT000000003613	Getijdenboek; Lat. en Mnl.	1420				latijn;nederlands	TDRA000000005824
TEXT000000010109	Gebed op naam van Augustinus		 f.012v	"O soete Jhesus maect mij dat niet en ben ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000006017
TEXT000000042101	H. Geestgetijden		 f.091r-105r				TDRA000000005745
TEXT000000038875	Twee gebeden tot S. Maria		 f.067v-068r				TDRA000000000569
TEXT000000041408	Boetegebed tot S. Maria		 f.175r-176v	"O hoeghe edel vrouwe moeder gods maria Ic bidde u dat ghi nu doet penitencie doen ..."			TDRA000000004709
TEXT000000031689	Getijden van het H.Kruis		 f.007r-014v	"Here du salt opdoen myn lippen ..."			TDRA000000012958
TEXT000000040070	Gebed tot het kindeke Jezus		 f.041v-042r	"Weest gegruet du cleyn kijndeken een overste coninc der hemelen ..."			TDRA000000001350
TEXT000000022193	Gebed op de zeven bloedstortingen n.a.v. het Onze vader		 f.009r-010v				TDRA000000003842
TEXT000000016222	Gebed op het sterfbed		 f.332v-333r	"... die dit poent seit met goeder herten in sine eynde: `Lieve heere, ic bidde u dat ghij mi die selve ontfermherticheit bewisen wilt die ghij int cruys bewijst hebt ...' inder uren sijnre doot hem en derf niet twijfelen hij en salse vinden ..."			TDRA000000003686
TEXT000000026487	Getijdenboek (usus Rome); Lat. en Frans	1470				frans;latijn	TDRA000000010763
TEXT000000027941	Gebed tot de bewaarengel		 f.127r	"O Heilige engel Goods die overmits der godliker goedertierenheit ..."			TDRA000000003675
TEXT000000027799	Getijdenboek (usus Rome); Lat.	1460/1470				latijn	TDRA000000011041
TEXT000000042115	H. Kruisgetijden		 f.079v-095r				TDRA000000007738
TEXT000000033934	Gebed		 f.?	"O geweldige here, scepper hemelrycs ende eertrycs, gemynde here Jhesus Christus, die gebaeden hebste onsen evenkersten lief te hebben ..."			TDRA000000005597
TEXT000000040065	Gebed gebeiteld in de St. Jan van Lateranen		 f.017r-018r	"O lieve heer Jhesu Cristi des levendigen gads soen ic bidde doer die mijn dier blijtscappen ..."			TDRA000000001350
TEXT000000016223	Gebed voor het slapen gaan		 f.333r-334r	"O heere Jhesu Criste ter werdicheit van dien saleghen heyleghen worden dat ghij aldus aen den cruce spraect ..."			TDRA000000003686
TEXT000000033935	Gebed		 f.?	"O alre suetste here, cierheit des hemels, dynre guedertierenheit bicht ic al myn sunden die ic gedaen heb met gedachten met woerden ende met werken ..."			TDRA000000005597
TEXT000000014352	Onser liever vrouwen mantel, gevolgd door gebeden tot Maria		 f.059v-080v		Onser liever vrouwen mantel		TDRA000000002283
TEXT000000027798	Getijdenboek (usus Rome); Lat.	1460/1470				latijn	TDRA000000011040
TEXT000000041409	Gebed tot S. Maria, met vijf Ave Maria's		 f.176v-180r	"O edel poert des paradijs bliscap ende vroeghede des hemelschen jherusalems Ic gruet di mit dinen lieven soen..."			TDRA000000004709
TEXT000000015058	Soliloquium met smeekbeden		 f.026v-030r	"O mijn siel merke ende sich an hoe dat alle mijn wesen hem sculdich is te minnen te dancken ende te loven ..."			TDRA000000001374
TEXT000000014346	Onser liever vrouwen mantel		 f.193r-241r	"Toe love ende toe eren der glorioser maget Maria der moeder Christi die moeder des onbevlechten lams Jhesus Christus..."	Onser liever vrouwen mantel		TDRA000000001349
TEXT000000042100	Mariagetijden		 f.014r-062v				TDRA000000005745
TEXT000000022192	Oefening over het lijden van Jezus op de zeven getijden		 f.001r-007v				TDRA000000003842
TEXT000000040071	Gebed tot Maria		 f.042r-43r	"Verblijt dij keyserlicke moeder ende coninclicke maget inder glorioser geboerten ..."			TDRA000000001350
TEXT000000008009	Mnl. gebed uit Mechtild van Hackeborn: Liber specialis gratiae (Boek III, 8)		 f.003v-004	"O alre gudertierenste Jhesus, ick groten dyn gotlicke herte in der gutheit ..."	Mnl. vertalingen van Mechtild van Hackeborn: Liber specialis gratiae		TDRA000000006259
TEXT000000040059	Gebed tot Jezus		 f.098v-99v	"O roselike brudegom..."			TDRA000000001349
TEXT000000041347	Getijden van Andreas apostel		 f.125r-142v				TDRA000000004708
TEXT000000010108	Gebed op naam van Augustinus		 f.224r-224v	"O soete Jhesus maect mi dat ic niet en ben ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000007744
TEXT000000036871	Getijdenboek; Mnl.	14??				nederlands	TDRA000000015366
TEXT000000038690	Getijdenboek met boetpsalmen	14??				nederlands	TDRA000000015954
TEXT000000006018	Getijdenboek; Mnl.	1500				nederlands	TDRA000000006973
TEXT000000001777	Getijdenboek; Lat.	1450/1475				latijn	TDRA000000002645
TEXT000000008035	Mnl. gebed tot S. Maria uit Mechtild van Hackeborn: Liber specialis gratiae		 f.002v-003v	"O suete coninghinne des hemels, ic vermaen u des waerdighen ontfanghens ..."	Mnl. vertalingen van Mechtild van Hackeborn: Liber specialis gratiae		TDRA000000000567
TEXT000000034914	Getijdenboek	1410				onb	TDRA000000014924
TEXT000000032356	Gebeden tot S. Adrianus, Sebastianus, 10.000 martyres, Johannes de Doper, Augustinus, Hieronymus, Gregorius, Ambrosius, Martinus, Joseph en Cornelius		 f.?				TDRA000000005388
TEXT000000013398	Gebed op naam van Bernardus van Clairvaux		 f.249v	"O aelmachtighe vader ende alre ontfarmhertichste lieve heer ..."	Ongespecificeerde Mnl. teksten op naam van Bernardus van Clairvaux		TDRA000000001325
TEXT000000026445	Gebed tot S. Hieronymus		 f.283r-284r	"God gruet u luchtende lampe, ontfunct vanden vuere der godliker mijnnen gloriose heilige leere Jheronimus ..."			TDRA000000008006
TEXT000000023529	Mnl. vertaling van Glorieuse virge reigne		 f.074r-078r	"Maria vrauwe ende coninghinne / Bider godliker cracht quam u inne ..."	Mnl. vertaling van Glorieuse virge reigne		TDRA000000005915
TEXT000000026451	Getijdenboek, met kalender voor het bisdom Kamerijk; Lat. en Frans	1300/1310				frans;latijn	TDRA000000010754
TEXT000000030233	Gebed tot S. Sebastianus		 f.034v-035r	"Dit is een waerachtelick man een martelaer die omme dien name Cristi sijn bloet stortede ..."			TDRA000000004634
TEXT000000001788	Gebedenboek; Lat. en Mnl.	1480				latijn;nederlands	TDRA000000002658
TEXT000000004828	Horarium; fragm.					latijn	TDRA000000006519
TEXT000000041384	Gebed tot de engelbewaarder		 f.203r-203v	"O onbesmette suver lelye des hemelscen paradijs ..."			TDRA000000004715
TEXT000000024508	Getijden	1400/1425				onb	TDRA000000010138
TEXT000000033074	Libellus diversarum oracionum ex Gregorio, Hugone, Bonaventura collectus. Rosarium explicans hystoriam vite et passionis Jhesu et Marie. Etc.; Lat.	1450/1500				latijn	TDRA000000014134
TEXT000000023267	Ic bidde u heere vader Jhesus Kerst (Berijmd gebed tot Jezus)		 f.013r-013v	"Ic biddu u heere vader Jhesus Kerst / Want du een verlossere alder werelt best ..."			TDRA000000001873
TEXT000000025170	Aflaatgebed van de kerk Sint Jan van Lateranen te Rome		 f.111r	(Rubriek) "Dit cleyne navolghende ghebedeken is te romen tot sint jans te lateranen uut ghehouwen in een steen. Ende die het devotelic lesen die verdienen XXIIII(M) jaren warachtich aflaets voer doetlike sonden."			TDRA000000003850
TEXT000000035363	Getijdenboek, met kalender	14??				onb	TDRA000000015029
TEXT000000027767	Gebed tot de Eeuwige Wijsheid		 f.100r	"Weest gegruet, o edel soen Gods, ewighe Wysheit			TDRA000000005662
TEXT000000038653	Gebed tot Christus		 f.095v-098r	"O lieve here Jhesus christus Ick bevele mij dy huyden en alle myn lieve vrynde dese acht dage..."			TDRA000000000368
TEXT000000023515	Berijmd gebed tot Maria		 f.078v-080r	"Maria moeder vol ghenaden / Beghinsel alre suverheit ..."			TDRA000000002173
TEXT000000025164	Drie pater noster ter ere van Jezus' dood		 f.059v-060v	"Men sal lesen eenen pater noster ende eenen Ave Maria der verstervingen theeren die de edele mensce sterf aenden cruce ..."			TDRA000000006349
TEXT000000032418	Getijdenboek, met kalender voor het bisdom Utrecht; Mnl.	1450/1500				nederlands	TDRA000000013855
TEXT000000041390	Groeten tot S. Maria		 f.070r-070v	"Ic gruet u Maria overschone maget ende moeder Gods. Ic gruet u ghebenedide hemelsche coninghinne ..."			TDRA000000004709
TEXT000000027015	Gebed tot S.Maria Magdalena		 f.036v	"O heijlige Magdalena die metter fonteijne der traenen ..."			TDRA000000004299
TEXT000000040501	Rozenkroon (gebed tot Maria)		 f.071r-073v	"Wes ghegruet o alre liefste maghet Maria gheboren uut coninclike gheslachte ..."			TDRA000000009372
TEXT000000037951	Gebed tot S. Helena		 f.221v-222r	"God gruet u eerwerdige coningijnne Helena gi die daer socht dat cruys ons heren ende mit blijtscappen vandet..."			TDRA000000000336
TEXT000000042316	Mariagetijden		 f.001r-029v				TDRA000000007678
TEXT000000014150	Hermes Trismegistus: Pimander seu de Postestate et sapientia dei					latijn	TDRA000000008223
TEXT000000014636	Gebeden tot de ledematen van Jezus		 f.048r-053v				TDRA000000005394
TEXT000000040273	Getijden van de Heilige Geest		 f.092r-106r				TDRA000000002995
TEXT000000014622	Gebeden voor begrafenis		 f.105v-114r				TDRA000000001938
TEXT000000042302	Lange Kruisgetijden		 f.014r-				TDRA000000005967
TEXT000000014144	Gebed tot de IX choren der engelen		 f.102r-106r				TDRA000000004011
TEXT000000040515	Gebed tot S. Maria		 f.122v-124v	"O alre suetste Maria moder ons heren Jhesu Criste ende waerdighe vrouwe Ic bevele mi u alle die daghe ..."			TDRA000000009372
TEXT000000009673	Gebed uit Sint Augustinus suchtinge, onvolledig		 f.100v-107v	"Here Jhesus guede Jhesus die gheweerdighet hebbeste om onse sonden toe sterven ...."	Sinte Augustinus suchtinge		TDRA000000002269
TEXT000000037945	Gebed tot S. Clara		 f.219r-219v	"O salige joncfrouwe sancta Clara du heves geschienen overmits dijnen claren verdiensten..."			TDRA000000000336
TEXT000000003410	Gebeden (verwaterd) van Thomas a Kempis						TDRA000000005521
