titel	datering	pagina	incipit	titel_norm	taal
TEXT000000019133	Getijdenboek; Mnl.	1488				nederlands	TDRA000000008481
TEXT000000040046	Gebed ter voorbereiding op de communie		 f.231r-?	"O soete minlike Jhesu sal ic dij ontfangen op mijn sondighe tonghe..."			TDRA000000001346
TEXT000000040052	Gebed		 f.317v-320r	"Ic bidde u lieve heer dat ghi mi wilt verlenen u te minnen uut al mijnre herten boven alle dinc ..."			TDRA000000001346
TEXT000000040734	Gebed tot Christus		 f.092v-101v				TDRA000000003370
TEXT000000010103	Gebed op naam van Augustinus		 f.078r-079r	"Ic beyde u myn here ende myn god met ganser en sueverder herte ...	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000002836
TEXT000000033902	Getijdenboek, met kalender; Lat.	15??				latijn	TDRA000000014494
TEXT000000040053	Gebedenreeks tot S. Anna		 f.320r-323r	"O heilighe vrouwe ende moeder sinte Anna een moeder der ghenaden help mi dat ic die ghenade weder vinden moet ..."			TDRA000000001346
TEXT000000005269	Getijdenboek (usus Rome); tweede stuk; Latijn en Catalaans	1460				latijn;cat	TDRA000000006665
TEXT000000010102	Gebed op naam van Augustinus		 f.033v	"Ic bid u lieve heere dat ic die ure mijns doots ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000000566
TEXT000000027976	Gebed voor een beeld van S. Maria met aflaten van paus Innocentius		 f.082r-086r	"O heylige Maria, mijn lieve vrouwe ewelike maghet der maechden, moeder der hogester goedertierenheit ..."			TDRA000000011080
TEXT000000027962	Getijdenboek; Lat.	14??/15??				latijn	TDRA000000011114
TEXT000000033917	Gebed		 f.?	"O lieve here Jhesus Christe, ik kenne myn scolt alsoe groet dat icse niet vergelden en mach ..."			TDRA000000005597
TEXT000000014370	Gebed tot S. Trinitas over het leven en lijden van Jezus		 f.138r-145r				TDRA000000004112
TEXT000000042136	Lange Kruisgetijden		 f.043v-068r				TDRA000000000458
TEXT000000040047	Gebed na de communie		 f.235v-237v	"Nu vervroechde di siel ende lijf want du hebste ontfanghen dinen heer..."			TDRA000000001346
TEXT000000006012	Getijdenboek, met kalender voor het bisdom Utrecht; Lat.	1500				latijn	TDRA000000006967
TEXT000000031866	Responsorium: Solem justicie (CAO-IV 7677)		 f.003r	"Huden is voirt ghecome ende gheboren die sterre des meers Maria Want sy sel baren den oversten coninc ... "			TDRA000000002935
TEXT000000016229	Gebedsoefening		 f.153v-169v				TDRA000000004024
TEXT000000008017	Mnl. gebed tot S. Maria voor de communie uit Mechtild van Hackeborn: Liber specialis gratiae (Boek I, 43)		 f.050v-051v	"O Maria, ewige maget ende moeder gods, ic vermaen u dier ontfangenissen ..."	Mnl. vertalingen van Mechtild van Hackeborn: Liber specialis gratiae		TDRA000000003931
TEXT000000027792	Getijdenboek (usus Rome); Lat.	1460/1470				latijn	TDRA000000011034
TEXT000000041417	Gebed tot God voor de zielen		 f.118r-118v	"O god dattu woudes mensche werden ende dat menschelike gheslachte verlossen ..."			TDRA000000004712
TEXT000000022832	Getijdenboek; Lat.	1430/1445				latijn	TDRA000000009400
TEXT000000022826	Berijmd gebed tot Maria		 f.076r-078v	"O Bloume der eeuwigher majesteit / O leedsterre der godheit / O troost van allen creaturen ..."			TDRA000000001873
TEXT000000029973	Getijdenboek (usus Rome); Lat., kalender en litanie Mnl.	14??				latijn;nederlands	TDRA000000012280
TEXT000000001999	Gebeden; Nederd.					duits	TDRA000000003010
TEXT000000041365	Gebed na de biecht		 f.256v-258r	"O lieve here Jhesu Criste vergif mir die groisde alle mijnre misdait ..."			TDRA000000004716
TEXT000000023286	Ic groete hu helich Jan Baptiste (Berijmd gebed tot Johannes de Doper)		 f.030v-031r	"Ic groete hu helich Jan Baptiste / Gods voys lopende vooren /..."			TDRA000000001772
TEXT000000003156	Getijden- en gebedenboek	1450/1500				onb	TDRA000000005153
TEXT000000032360	Gebeden tot S. Quirinus en Antonius		 f.?				TDRA000000005388
TEXT000000028338	Getijdenboek; Mnl.	14??				nederlands	TDRA000000011332
TEXT000000040090	Gebed voor stervende en gestorven kloosterzusters; reeksen van 7 en 3 paternoster gebeden		 f.175r-180v	"Dat ierste pater noster offer ic lieve heer ter eeren dijns heiligen levens..."			TDRA000000001350
TEXT000000026315	Getijden- en gebedenboek; Lat. en Frans	1400/1410				frans;latijn	TDRA000000010691
TEXT000000035369	Getijdenboek, met kalender; Lat.					latijn	TDRA000000015034
TEXT000000021308	Salicheit der sielen, met gebeden		 f.154r-185v	"Salicheit der sielen ende des lives geve ons ..."			TDRA000000005371
TEXT000000021308	Salicheit der sielen, met gebeden		 f.154r-185v	"Salicheit der sielen ende des lives geve ons ..."			TDRA000000005371
TEXT000000019697	Salicheit der sielen ende des lichaems gheve ons		 f.046r-073r				TDRA000000004416
TEXT000000027779	Gebeden tot S. Bernard, S. Anna, S. Maria Magdalena		 f.185v-193r				TDRA000000005662
TEXT000000040084	Gebed tot S. Anna		 f.126v-140r	"O alre heilichste moeder sancta Anna weest gegruet een eer alre vrouwen..."			TDRA000000001350
TEXT000000032374	Gebed tot S. Catharina		 f.253v-254v	"O gloriose joncfrou ende martelersche Katherina ic bevele mi huyde ende tot alre tyt uwer joncferlicheit ..."			TDRA000000005388
TEXT000000001796	Getijdenboek; Mnl.	1490				nederlands	TDRA000000002668
TEXT000000033724	Gebeden; Mnl.	14??				nederlands	TDRA000000014368
TEXT000000038671	Getijden van S. Maria		 f.015r-?	"Heer luuck op mijn lippen Ende mijn mont sel voort kundigen dijn loff..."			TDRA000000007716
TEXT000000016598	Gebed over het lijden van Jezus		 f.109r				TDRA000000002502
TEXT000000025152	Drie gebeden met aflaat van 40 dagen		 f.210r-211r	"O Alre sueteste Jhesu mynner der menschen Ic bidde di avermits der neernsticheit did du bewijstes doe du haestes tot dijnre passien ..."			TDRA000000006028
TEXT000000015091	Gebed op naam van Hugo van Sint-Victor		 f.?	"O du alresuetste Jhesu doer die waerdicheit dijns heilighen lichaems soe verleent mi dat dijn heilighen lichaem sij mijn leste spijs ..."	Ongespecificeerde Mnl. teksten op naam van Hugo van Sint-Victor		TDRA000000004209
TEXT000000032348	Gebed tot S. Paulus		 f.163v-164r	"O gloriose licht alder warelt ende der kercken lichter dan die sonne ..."			TDRA000000003850
TEXT000000003195	Onser vrouwen getiden; Mnl.	1490/1500				nederlands	TDRA000000005209
TEXT000000021452	Gebed op naam van S. Hieronymus		 f.087		Ongespecificeerde Mnl. teksten op naam van Hieronymus		TDRA000000007280
TEXT000000023912	Berijmd gebed tot Maria Magdalena		 f.094r-094v	"[Ic groetu Maria Magdaleene / .... ]deghe van Jhesus den heere soete / Dat ghi verdiendet met vrayen weene ... "			TDRA000000005363
TEXT000000004413	Getijden- en gebedenboek; Mnl.	1408				nederlands	TDRA000000006200
TEXT000000016017	Gebed tot S. Lebuinus		 f.017r-017v	"O helich erdsbisscop ende maertelare sinte Lievin hemelsche bloeme, licht des lants bider gracien ons heeren ..."			TDRA000000003913
TEXT000000040251	Getijden van het H. Kruis		 f.014r-019v	"Domine labia mea aperies..."			TDRA000000016265
TEXT000000010472	Getijdenboek (usus Utrecht), waarschijnlijk bestemd voor gebruik door Augustijnen; Lat.; rubrieken overwegend Ned.	1425/1475				latijn;nederlands	TDRA000000007827
TEXT000000004407	Getijdenboek van Maria van Gelre, onvoll.; Nederr., Lat. en Frans	1415				frans;latijn;nederlands	TDRA000000006191
TEXT000000004361	Getijdenboek; Mnl.	1475	31			nederlands	TDRA000000006158
TEXT000000023906	Berijmd gebed tot de H.Donatianus		 f.076r	Begin ontbreekt			TDRA000000005363
TEXT000000029595	Getijdenboek (usus Sarum); Lat.	1500/1525				latijn	TDRA000000012020
TEXT000000038498	Getijden van de eeuwige wijsheid		 f.062r-086v				TDRA000000002624
TEXT000000025387	Gebed tot Maria		 f.061r-64v	"In uwen handen vul ontfaermicheden maghet Maria, so bevelic hu minen gheest ende mine lichame ende alle mine ghewerke ... "			TDRA000000007736
TEXT000000030952	Getijdenboek; Lat.					latijn	TDRA000000012983
TEXT000000031480	Gebed tot S. Maria		 f.208v-210v	"O gloriose vrouwe ende maghet Maria, goedertieren moder ons heren ... oetmodelic soe bid ic u  "			TDRA000000006961
TEXT000000016759	Oefening over het lijden van Jezus, verdeeld over de getijden (?)		 f.074v-089r	"Te mettentijt wart Cristus mit alsullijcker bangycheit bevanghen ..."			TDRA000000001333
TEXT000000037797	Augustinus: gebeden; Mnl.	14??	8-3-1866, nr. 255			nederlands	TDRA000000015668
TEXT000000025393	Korte kruisgetijden; Mnl.		 f.014r-019v	"Heere, du salte op doen mine lippen ..."			TDRA000000009435
TEXT000000025378	Gebed tot God		 f.049r-051r	"O Glorieus almoghende God de welke best heere ende coninc van alder weerelt. De welke ons makets ende scieps ..."			TDRA000000007736
TEXT000000023709	Berijmd gebed tot de H. Maria		 f.111r-111v	"O Soete heere huwe bitter doot / Huwe lieve moeder sinde in groter noot / Alsi hu aensach in die bittere pine ..."			TDRA000000008599
TEXT000000029542	Getijdenboek; fragm. (getijden van de Heilige Geest); Mnl.	1425/1475				nederlands	TDRA000000011979
TEXT000000029542	Getijdenboek; fragm. (getijden van de Heilige Geest); Mnl.	1425/1475				nederlands	TDRA000000011979
TEXT000000041832	Heilige geestgetijden		 f.069r-080v				TDRA000000005740
TEXT000000028884	Gebed tot Maria		 f.092v-093v	"Heylighe Maria, moeder ons heren Jhesu Christi, du biste eer ende blijtscap alre joncfrouwen ..."			TDRA000000003763
TEXT000000027209	Gebed tijdens de H.Mis		 f.222r-223v	"O Barmhertighe lieve heere Ick begheere nu dese misse te hooren ..."			TDRA000000002594
TEXT000000038329	Gebeden op de souter Davids; Mnl.	14??				nederlands	TDRA000000015887
TEXT000000024700	Kort berijmd gebed tot de werktuigen van de passie		 f.137a	"Cristus dijn passie cruus nagelen ende doot / Speer geselen tranen ende wonden roet / ..."			TDRA000000005596
TEXT000000024714	Schietgebedje tot Jezus		 f.227v	"Jhesus die ons dleven gaf / die neeme ons allen ons sunden aff ..."			TDRA000000000582
TEXT000000039023	Getijden van S. Apollinaris		 f.163r-174r				TDRA000000003743
TEXT000000029230	Gebed tot S. Maria		 f.143r-143v	"O alre goedertierenste uutvercoren moeder godes Maria. O alre sekerste troest ..."			TDRA000000003852
TEXT000000038473	Getijden van de eeuwige wijsheid		 f.068r-083v				TDRA000000013265
TEXT000000027553	Gebed		 f.001r	"Weest gegruet gudertieren Jhesu die dair werdich bist datmen di altoes sueke Denc op my die hier stae voir dij ende ontfenge my mit dinre genaden ..."			TDRA000000012199
TEXT000000025344	Gebed tot God; Mnl.		 f.044r-045r	"O Soete God du die almachtich sijt. Ic bevele uwe mogentheide dat ghise wacht bi daghe ende bi nachte ende in allen wilen ..."			TDRA000000008599
TEXT000000002923	Gebeden. Etc. Ripuar.	1570				duits;ripuarisch	TDRA000000004792
TEXT000000023735	Berijmd gebed tot Maria (bewerking van de aan Jacob van Maerlant toegeschreven Clausule van der Bible)		 f.073v-075r	"O Soete tabernakel ons heeren / Siborie daer god in lach ..."	Die clausule van der Bible		TDRA000000003915
TEXT000000014199	Getijden vander heyligher drievuldicheyt		 f.206r-212v	"Glorie si di heilige drievoldicheit ..."			TDRA000000000500
TEXT000000030991	Drie pater noster voor het kruis		 f.141r-142r	"O soete heere Jhesu Christe duer dat bitter uut recken ..."			TDRA000000006040
TEXT000000031457	Twee gebeden tot het H. Sacrament		 f.154v-157v				TDRA000000013233
TEXT000000028112	Gebed tot S. Apollonia		 f.167v-168v	"O heilige weerde joncvrouwe sunte Applonia edel martelarsche Gades ..."			TDRA000000003813
TEXT000000024728	Berijmd gebed tot Jezus		 f.?	"O lieve here Jhesus, blijft onse vrient ..."			TDRA000000001860
TEXT000000015293	Getijdenboek; Mnl.	14??				nederlands	TDRA000000008274
TEXT000000038467	Getijden van de eeuwige wijsheid in delen		 f.057r-059r, 068r-091r	"Here wi bidden sich aen..."			TDRA000000005990
TEXT000000031325	Gebed tot de drievuldigheid		 f.056v-058r				TDRA000000013233
TEXT000000026659	Gebed		 f.197r-199r	"O here Jesu Criste een sonderlinge mynner der suverre reynichheit ende der cuyschheit ..."			TDRA000000005925
TEXT000000018628	Gebed tot S. Anna		 f.287v	"God groet u O h. moeder sint Anna een moeder der moeder ons heren ..."			TDRA000000007281
TEXT000000041985	Mariagetijden		 f.012r-?				TDRA000000000290
TEXT000000037813	Gebed tot S. Barbara		 f.214r				TDRA000000008057
TEXT000000023866	Berijmd gebed tot de H.Geest		 f.033r-034v	"O Waerde heilige triniteit / O Vulmaecte drievoudicheit / O Milde mirre vul alre zoetichede ..."			TDRA000000001443
TEXT000000002670	Geert Grote: Getijden OLV; Mnl.	1442				nederlands	TDRA000000004303
TEXT000000042254	Boetpsalmen, gevolgd door teksten (gebeden en sacramenten) tot S. Maria, S. Katharina, S. Barbara en 11.000 maagden.		 f.061r-082				TDRA000000002543
TEXT000000004567	Getijdenboek; Lat., met Mnl. toevoegingen uit het midden van de 16e eeuw	1480				latijn	TDRA000000006348
TEXT000000029393	Getijdenboek; fragm. (1 miniatuur: Presentatie in de tempel)	1440/1460				onb	TDRA000000011891
TEXT000000029387	Getijden- en gebedenboek, met kalender voor het bisdom Utrecht; Mnl.	1475/1500				nederlands	TDRA000000011885
TEXT000000028099	Mnl. vertaling van het Inviolata		 f.146v-147v	"Onbevlecte ende gheheel ende suver biste Maria ..."			TDRA000000003749
TEXT000000041991	Korte kruisgetijden		 f.013r-020r				TDRA000000005983
TEXT000000009731	Getijdenboek; Lat.	1485				latijn	TDRA000000007684
TEXT000000037807	Gebed tot de zeven wonden van Jezus		 f.187v-193r				TDRA000000008057
TEXT000000040457	Gebed tot God		 f.039v-042r	"O God der ontsprekeliker ontfermherticheit ende der onmeteliker goedertierenheit O God die daer biste een scepper ..."			TDRA000000001437
TEXT000000002894	Gebeden. Etc. Ripuar.					duits;ripuarisch	TDRA000000004743
TEXT000000016639	Oefening over het lijden van Jezus op de getijden		 f.062v-074r	"Alsoe als alle religiosen ende priesteren sculdich syn te houden seven ghetiden die gheordineert syn vander heyligher kerken ..."			TDRA000000002521
TEXT000000030826	Gebed over de passie op naam van Augustinus		 f.047v-049r	"O almechtige ewige god die voer die verloesinge der werelt woltste werden geboeren ende besneden ..."	Ongespecificeerde Mnl. teksten op naam van Augustinus		TDRA000000005388
TEXT000000024847	Getijdenboek; Grieks en Lat.	15??				grieks;latijn	TDRA000000010296
TEXT000000030832	Gebed op naam van Hieronymus		 f.051v-053r	"Here hemelsche vader doer dat gebet dat dyn lieve soen toe dy sprac ..."	Ongespecificeerde Mnl. teksten op naam van Hieronymus		TDRA000000005388
TEXT000000003546	Getijdenboek; Mnl.	1470				nederlands	TDRA000000005722
TEXT000000002880	Getijdenboek, met kalender voor het bisdom Utrecht; Mnl.	14??				nederlands	TDRA000000004692
TEXT000000042297	Korte Kruisgetijden (?)		 f.077r-087v			nederlands	TDRA000000002514
TEXT000000041946	Mariagetijden		 f.018r-055r				TDRA000000005991
TEXT000000022205	Gebed ter ere van het lijden van Jezus		 f.065r-067v	"O alder soetste lam Criste goedertieren soete vader eeweghe soeticheit ..."			TDRA000000003842
TEXT000000024660	Boetpsalmen. Gebeden. Etc.; Mnl.	1432				nederlands	TDRA000000010225
TEXT000000034473	Getijdenboek, met kalender; Mnl.	14??				nederlands	TDRA000000014737
TEXT000000027369	Gebed tot S. Sebastianus		 f.166				TDRA000000005744
TEXT000000029344	Gebed		 f.075r-077r	"Ic biddu heere dor dat begin al uus dogens ende dor dat ellendege staen dat ghi stont ..."			TDRA000000007263
TEXT000000041952	Getijden van pasen		 f.149r-157				TDRA000000005629
TEXT000000038507	Getijden van de eeuwige wijsheid		 f.001r-018v	"Salicheyt der sielen..."			TDRA000000001223
TEXT000000023641	Berijmd gebed tot de H.Jacobus de Mindere		 f.022r	"Sinte Jacop apostel de minste / Die versmadet alle de finste / Juwelen ende scat der werelt al ..."			TDRA000000004020
TEXT000000023899	Strofisch gebed tot de H. Ontcommer, met envoi		 f.068r-069r	"O Wilgefortis Ontcommer ghenaemt / Reyn maecht ende martelareghe ons heeren ..."			TDRA000000005661
TEXT000000025556	Gebed tot S. Augustinus		 f.274r-275r	"Weest ghegruet heilige vader Augustinus, leere licht ende fundament der ghemeynre heiliger kercken ..."			TDRA000000008006
TEXT000000024648	Gebed tot God, deels op rijm, ter inleiding van het Exempel vander molenarinne		 f.140r				TDRA000000002880
TEXT000000029378	Getijdenboek van Geert Grote	1430/1450				nederlands	TDRA000000011875
TEXT000000024884	Berijmd gebed tot de H. Maria		 f.004r-004v	"Alder crachtichste, machtichste, warachtichste vrouw / Schoonste, ghetroonste ghecroonste als God ..."			TDRA000000004010
TEXT000000025542	Gebed tot Jezus		 f.096v	"O lieve here Jhesus Christus Ick bevele my dy huden ende alle myn lieve vrynde Dese acht dage ... in die heilige waerde die ..."			TDRA000000004728
TEXT000000023133	Berijmd morgengebed tot God		 f.059r	"O Heere bi der heligher stede daer die zonne eerst rijst / Die met rechte al die werelt prijst ..."			TDRA000000003915
TEXT000000034329	Gebed voor het begin van de mis		 f.?	"O goedertieren vader, here Jhesus Christe, aenmerkende soe aenmerck ic hoe dat gi uutten schoet uwes vaders ende vanden stoel uwer hoeger moegentheit nedergedaelt syt ..."			TDRA000000005597
TEXT000000002843	Gebeden					onb	TDRA000000004637
TEXT000000038513	Getijden van de eeuwige wijsheid		 f.051r-071v	"Salicheit der sielen ende des lives..."			TDRA000000000471
TEXT000000009916	Twee gebeden op naam van Augustinus, waaronder het gebed op zijn sterfbed		 f.017v-021r		Gebed op naam van Augustinus op zijn sterfbed		TDRA000000002184
TEXT000000010710	Fragm. van een gebedenboek met de gebeden tot de lijdenswerktuigen van Christus op naam van Gregorius; Mnl.				Gebeden tot de lijdenswerktuigen van Christus op naam van Gregorius	nederlands	TDRA000000007919
TEXT000000014576	Gebeden ter ere van S. Joseph		 f.115r-120v				TDRA000000001741
TEXT000000013219	Gebed op naam van Bernardus van Clairvaux		 f.139-158		Ongespecificeerde Mnl. teksten op naam van Bernardus van Clairvaux		TDRA000000003387
TEXT000000042056	Getijden van Maria's smarten		 f.001r-036				TDRA000000005950
TEXT000000014210	Gebed op de vijftien bloedstortingen		 f.109r-120r	"Ic dancke u gebenedide lieve here Jhesu Criste dattu uutgotes dijn heilighe preciose duer bloet ..."			TDRA000000004713
TEXT000000006614	Getijden; fragm.					nederlands	TDRA000000007253
TEXT000000016407	Leven van Jezus in gebeden		 f.071v-105v				TDRA000000001354
TEXT000000027802	Getijdenboek (usus Rome); Lat.	1470				latijn	TDRA000000011044
TEXT000000010076	Mnl. vertaling van gebed tot S. Maria uit Mechtild van Hackeborn: Liber de specialis gratiae (Boek I, 48)		 f.073r-073v		Mnl. vertalingen van Mechtild van Hackeborn: Liber specialis gratiae		TDRA000000004143
TEXT000000016413	Leven van Jezus in gebeden		 f.001r-098v	"Ic ghebenedie ende dancke ..."			TDRA000000000413
TEXT000000039396	Getijden van het heilige kruis		 f.066v-?				TDRA000000001166
TEXT000000040133	Gebed op Maria's leven		 f.156r-157v	"Verblijt u salige ende gloriose joncfrouwe Maria o claer ende hoge sterne opgegaen uut Jacob..."			TDRA000000001352
TEXT000000003036	Getijdenboek; Mnl.	1507				hollands;nederlands	TDRA000000004985
TEXT000000022946	Berijmd gebed tot Jezus, passiegebed		 f.058r-058v	"Eewelijc god warachtich / Ende in allen dinghen machtich / Die ons diere heift gecocht			TDRA000000001873
TEXT000000014238	Drie Pater nosters tot het gekroonde hoofd van Jezus		 f.150r-153r	"O lieve here J. Ch. ick vermanen dy der groter pyne de du heddest do dye dorne crone in dyne hilge hovefft gedrucket wart ..."			TDRA000000001982
TEXT000000032599	Gebed		 f.?	"O Jhesus, suete ende schoen ende seer waelrukende roese, myn mynlike brudegom ende gracioes verloesers ende myn alre suverlicste gemynde ..."			TDRA000000005597
TEXT000000031090	Aflaatgebed; Mnl.		 f.071v-073v	(Rubriek) "Dit navolgende ghebet leerde een engel eender ioncfrouwen segghende dat si LX(M) iaer aflaets hebben soude soe dicke als si dat lase ende hij seijde dat onse heere dat aflaet selve daer toe gegeven hadde Doen die Paeus dat vernam so gaf hij daer toe soo veel aflaets alst dropelen waters op eenen dach reghenen mochte.			TDRA000000008244
TEXT000000027194	Getijden van een belijder		 f.179r-189v				TDRA000000002586
TEXT000000003022	Getijdenboek, met kalender voor het bisdom Utrecht; Mnl.	1470				nederlands	TDRA000000004958
TEXT000000023319	Berijmd gebed tot Jezus (Passiegebed en uitvoerige gebedinstructie)		 f.011v-014v	"Ic grote u lichame ghebenedijt / Gheboren uut Marien al bloot / Ghi waert ghepassijt ende ghepijnt ..."	Mnl. vertaling van Ave verum corpus		TDRA000000001860
TEXT000000032214	Korte kruisgetijden in de vertaling van Geert Grote		 f.051r-056v				TDRA000000013802
TEXT000000039341	Getijden van de Heilige Geest		 f.064r-?				TDRA000000003296
TEXT000000029152	Gebed tot S. Petrus		 f.206r-206v	"Wat dattu bijndes opter aerden dat sal ghebonden wesen ..."			TDRA000000009401
TEXT000000030403	Getijdenboek; Lat.	1470				latijn	TDRA000000012619
TEXT000000030365	Gebed tot S. Maria		 f.098v-099r	"O alremynnentlicste moder gods ende maghet Maria wilt uwe leeflike oghen op my kieren barmhertelick ..."			TDRA000000005386
TEXT000000027619	Gebed voor de communie (O here Jhesu Christe ic gruete dijn vleisch gheheilicht inder ewicheit)		 f.215v-217v	"O Heer Jhesu ic gruet dijn vleyschs gheheilicht inder ewigher sueticheit ..."	Communiegebed , Mnl. vertalingen van Ad te fontem  misericordiae		TDRA000000001346
TEXT000000021268	Salicheit der zielen		 f.049r-066r				TDRA000000005740
TEXT000000039427	Getijden van alle heiligen		 f.093r-109v				TDRA000000004708
TEXT000000024310	Gebed tot Maria		 f.054r	"O alre liefste moeder Cristi die alsoe volstandich bleefste in den ghelove doe di geminde soen alsoe iammerlijc ...			TDRA000000004513
TEXT000000042095	H. Kruigetijden		 f.078r-081v				TDRA000000005492
TEXT000000022775	Berijmd gebed tot Maria		 f.050v-051v, f.043r-043v, f.052r en f.088v-091r	"Ave sprekic hu wel bedachtich / Maria moeder ende maechd warachtich / ..."			TDRA000000001820
TEXT000000032566	Gebed		 f.157v-159r	"O here mijn vader ende God mijns levens dien alle herten openbaer sijnt  ..."			TDRA000000001351
TEXT000000024304	Getijden van de 11.000 maagden		 f.239r-247v				TDRA000000004409
TEXT000000040696	Gebed van S. Anna en S. Joachim		 f.004v-006v				TDRA000000003370
TEXT000000029146	Gebed		 f.?	"Here Jhesu Christe levende gods soen die in deser werelt wuames om onse sonders te verlossen vanden sonden ..."			TDRA000000009401
TEXT000000026275	Getijdenboek (onvoll.); Lat.	1510/1520				latijn	TDRA000000010651
TEXT000000001812	Getijdenboek (usus Rome); Lat., met Mnl. gebed en opschriften	1475/1500				latijn;nederlands	TDRA000000002703
TEXT000000037378	Gebedenboek met boetpsalmen; Duits	15??				duits	TDRA000000015511
TEXT000000022013	Gebed		 f.312r-314v	"Eya o overgoede Jhesu eya o suete honichvlodighe Jesu ..."			TDRA000000004170
TEXT000000023443	Berijmd gebed tot Maria		 f.155v-157v	"Coninghinne vul van ghenaden / Den meneghen hebdi ontladen / Uter noot ende van zwaren sonden ..."			TDRA000000003617
TEXT000000019913	Getijdenboek (usus Sarum); Lat.	1400/1415				latijn	TDRA000000008620
TEXT000000029608	Getijdenboek (usus Reims); Lat.	1425/1475				latijn	TDRA000000012031
TEXT000000038711	Getijden van de eeuwige wijsheid in de vertaling van Geert Grote		 f. 043r-053r				TDRA000000011882
TEXT000000025026	Getijdenboek; Lat.	1490/1500				latijn	TDRA000000010389
TEXT000000022991	Berijmd gebed tot de wonden van Jezus		 f.083r-083v	"Ay God door dinen wonden vive / Behoet mi heden des dages te live / ..."			TDRA000000008599
TEXT000000024338	Getijden van Maria		 f.052r-82v				TDRA000000004534
TEXT000000023457	Berijmd gebed tot God		 f.056r-057v	"Lof die alle dinc van nieuten ghemaect heeft / Lof duer wien Abels onnoeselheit es bekent ..."			TDRA000000004010
TEXT000000039369	Getijden van alle heiligen		 f.?				TDRA000000005859
TEXT000000026249	Getijdenboek; Lat.	1510/1520				latijn	TDRA000000010635
TEXT000000039419	Getijden van alle zielen		 f.025r-037v				TDRA000000001752
TEXT000000026539	Getijdenboek (usus Rome); Lat.	1500				latijn	TDRA000000010778
TEXT000000022987	Berijmd gebed tot Jezus		 f.069r-69v	"God die sijn ghebenedide cruse / Up sijn helighe scouderen drouch / Die behoede heden dese daghe ..."			TDRA000000003952
TEXT000000025030	Getijden van de Heilige Geest		 f.009r-012r				TDRA000000004430
TEXT000000034883	Getijdenboek (onvoll.); Mnl.	1475/1500				nederlands	TDRA000000014912
TEXT000000023327	Getijdenboek; Lat. en Mnl.	1430/1440				latijn;nederlands	TDRA000000009550
TEXT000000038061	Gebeden		 f.014r-016r				TDRA000000003227
TEXT000000031723	Getijdenboek, met kalender voor het bisdom Atrecht; Lat.	1500/1579				latijn	TDRA000000013469
TEXT000000021524	Getijdenboek; Mnl.	1450/1500				nederlands	TDRA000000009001
TEXT000000033120	Gebeden tot S. Maria en Jezus op naam van Bernardus van Clairvaux		 f.109v-120v		Ongespecificeerde Mnl. teksten op naam van Bernardus van Clairvaux		TDRA000000003363
TEXT000000023333	Berijmd gebed tot de H.Jodocus		 f.034v-035r				TDRA000000001772
TEXT000000023455	Berijmd gebed tot Jezus (met acrostichon), toegeschreven aan Anthonis de Roovere		 f.054v-056r	"O lievelicste Jhesus ende de goedertierenste / De verdraghelicste ende de ghescoffierste / Maertelare daer ye tonghe of sprac ..."			TDRA000000004010
TEXT000000031051	Getijdenboek; Lat. en Mnl.	1474				latijn;nederlands	TDRA000000013054
TEXT000000037420	Gebed tot S. Anna		 f.?	"O du werdighe vrouwe Sancta Anna..."			TDRA000000006043
TEXT000000034101	Getijdenboek					onb	TDRA000000014555
TEXT000000032570	Getijdenboek, met kalender voor het bisdom Utrecht; Mnl.	14??				nederlands	TDRA000000013918
TEXT000000039425	Mariagebeden		 f.076v-?				TDRA000000010266
TEXT000000031079	Gebed tot de H. Drievuldigheid		 f.059r	"Die God ongewonnen daer die God eenichgheboren sone die God heijlighe gheest goede troester ..."			TDRA000000008244
TEXT000000028528	Gebed tot de wonden van Jezus		 f.013r-015v	"O alder soetste heere Jhesu Christe in uwen heleghen ende alder soetsten name ende tot uwer eeuwegher eeren ende love ende oec ten love ende ter eeren ende weerdichfuldicheit alle uwer wonden ..."			TDRA000000008149
TEXT000000037408	Gebedenkrans voor S. Joseph		 f.?				TDRA000000007576
TEXT000000024460	Gebed tot de vijf wonden van Jezus		 f.165r-167r	"O grondelose fonteyne alre genaden O alre goedertierenste mynner der menschen suete Jhesu ..."			TDRA000000006028
TEXT000000038049	Gebeden tot de ledematen van Jezus		 f.108r-?	"O Almechteghe schepper alre dinghen Goedertieren verlosser der menscheliker natueren..."			TDRA000000004974
TEXT000000029144	Gebed		 f.192v-193v	"O here Jhesu Christe, scepper hemelrijcs ende eertrijcs ende al dat daer in is ..."			TDRA000000009401
TEXT000000039431	Liturgische gebeden		 f.036r-058v				TDRA000000004707
TEXT000000040694	Gebed van S. Erasmus (met aflaat?)		 f.002r-003v	(rubriek) "Soe wie dit ghebet ... alle soven daghe leset ynnichlike mit berouwe sijns herten"			TDRA000000003370
TEXT000000019939	Getijdenboek; Lat.	1400/1410				latijn	TDRA000000008630
TEXT000000032564	Getijdenboek, met kalender voor het bisdom Utrecht; Lat.	1480				latijn	TDRA000000013915
TEXT000000023482	Berijmd gebed tot Maria		 f.103v	"O Maria fonteyne vul rauwen / Dor uwes ghebendijts kints doot ..."			TDRA000000003952
