id	signatuur	aut_id	auteur
TDRA000000003229	'S-GRAVENHAGE, KB : 133 G 29	LEXI000000003326	Johannes Scutken
TDRA000000005658	BRUGGE, SB : 319	LEXI000000022244	N. K.
TDRA000000007259	LÜBECK, SB : Theol. Germ. 64	LEXI000000003704	Jan van Ruusbroec
TDRA000000004744	DARMSTADT, HLHB : 1889	LEXI000000003772	Henricus Suso
TDRA000000002269	AMSTERDAM, UB : I G 28	LEXI000000003358	Gerlach Peters
TDRA000000002269	AMSTERDAM, UB : I G 28	LEXI000000003360	Hendrik Mande
TDRA000000002269	AMSTERDAM, UB : I G 28	LEXI000000003772	Henricus Suso
TDRA000000001774	BRUSSEL, KB : IV 421	LEXI000000003325	Geert Grote
TDRA000000001774	BRUSSEL, KB : IV 421	LEXI000000003358	Gerlach Peters
TDRA000000001774	BRUSSEL, KB : IV 421	LEXI000000003704	Jan van Ruusbroec
TDRA000000000456	UTRECHT, MCC : BMH 44	LEXI000000003325	Geert Grote
TDRA000000000481	UTRECHT, MCC : BMH 61	LEXI000000003772	Henricus Suso
TDRA000000003822	BRUSSEL, KB : 11171	LEXI000000003772	Henricus Suso
TDRA000000003822	BRUSSEL, KB : 11171	LEXI000000003704	Jan van Ruusbroec
TDRA000000000495	UTRECHT, MCC : BMH 96	LEXI000000021622	Simon van Venlo
TDRA000000003375	'S-GRAVENHAGE, KB : 74 J 57	LEXI000000003772	Henricus Suso
TDRA000000006225	Olim LEUVEN, UB : s.o. (verloren)	LEXI000000020606	Godfried Stryroy
TDRA000000002043	DRESDEN, SL : M 254	LEXI000000003325	Geert Grote
TDRA000000000867	LEIDEN, UB : LTK 226	LEXI000000003326	Johannes Scutken
TDRA000000004383	LONDEN, BL : Add. 18214	LEXI000000003325	Geert Grote
